Order_Processed,Date_Collected,Site,Stand_Age,Growth_Stage,Stand,Plot,Treatment,Ntrt,Ptrt,Catrt,Species,Tree_Number,TagID,Subplot,Shots,Canopy_Locations,Field_Notes,Number_of_Leaves,Total_Fresh_Mass,Total_Leaf_Area,Leaf_Area_for_SLA,Oven_Dry_Mass_with_Bag,Oven_Dry_Bag_Weight,Total_Oven_Dry_Mass,Dry_Mass_Per_Leaf,LA_per_Leaf,SLA_cm2_g,SLA_m2_kg,LDMC_g_g,LDMC,Lab_Notes,Caution,Date Processed,d15N,d13C,N,propC,CN,Ca,Fe,K,Mg,Mn,P 214,P 178,S,Sr,Zn,Stomatal_Density,Extra_Notes,Former_TagID,Species_ID
316,7/28/2022,BEF,Young,Third,C2,1,NP,1,1,0,PC,3,no tag,C2/C3 buffer,4,2,,15,3.32,196.285,195.592,NA,NA,1.39,0.09,13.09,140.71,14.07,0.42,418.67,some brown spots,,7/29/2022,missing,missing,24.31220197,0.496859625,20.43663613,10.05050036,0.047630952,8.412602818,2.549544182,0.241381141,2.145628678,2.155169832,1.240268257,0.024695587,0.015387759,NA,,,PRPE2
317,7/28/2022,BEF,Young,Third,C2,1,NP,1,1,0,RM,1,207,A1,2,2,,7,2.13,140.175,139.723,NA,NA,0.91,0.13,20.03,153.54,15.35,0.43,427.23,brown spots and minor insect damage,,7/30/2022,missing,missing,18.638457,0.546415296,29.31655214,5.663543768,0.05337186,6.613773253,1.500663729,1.1782241,1.974482845,1.961817088,1.024234416,0.012419099,0.028320606,NA,,,ACRU
318,7/28/2022,BEF,Young,Third,C2,1,NP,1,1,0,RM,2,217,C2,2,2,,6,2.65,181.449,181.449,NA,NA,1.11,0.19,30.24,163.47,16.35,0.42,418.87,very buggy and all damaged,,7/30/2022,missing,missing,15.40173099,0.480033763,31.16752027,9.178416076,0.032491265,7.037839181,1.416913999,1.156218052,1.672821017,1.744792182,0.974574915,0.030111632,0.03152211,NA,,,ACRU
319,7/28/2022,BEF,Young,Third,C2,1,NP,1,1,0,RM,3,209/213,B3,3,2,,14,6.34,355.313,355.151,NA,NA,2.95,0.21,25.38,120.39,12.04,0.47,465.3,"an inch worm, brown spots, lots of little leaves picked",,7/30/2022,missing,missing,12.44489513,0.485382683,39.00255309,4.343999957,0.038813052,5.602954025,0.852533183,0.734915048,1.676562137,1.772897653,0.720134967,0.007251681,0.012116655,NA,,,ACRU
320,7/28/2022,BEF,Young,Third,C2,1,NP,1,1,0,WB,1,208,A3,2,2,,5,2.75,141.139,140.398,NA,NA,1.07,0.21,28.23,131.21,13.12,0.39,389.09,"larger brown spots, yellow spots, insect damage",,7/30/2022,missing,missing,19.74246298,0.495547114,25.10057201,4.763448067,0.082985295,7.045353381,1.166347712,1.849278183,1.7958722,1.8231173,1.23430111,0.010238486,0.097758551,NA,,,BEPA
321,7/28/2022,BEF,Young,Third,C2,1,NP,1,1,0,WB,2,1841,B3,2,3,,7,3.24,166.81,166.162,NA,NA,1.32,0.19,23.83,125.88,12.59,0.41,407.41,"skeletonizer, damage, brown spots, avoided insect damage and brown spots",,7/30/2022,missing,missing,17.01832067,0.500054489,29.38330396,4.656019697,0.033399866,7.703911909,1.447198307,1.257903209,1.882698276,1.894838405,0.895593083,0.012215936,0.135088819,NA,,,BEPA
322,7/28/2022,BEF,Young,Third,C2,1,NP,1,1,0,WB,3,216,B1,2,2,,9,3.77,192.873,192.297,NA,NA,1.53,0.17,21.43,125.68,12.57,0.41,405.84,"brown spots, skeletonizer damage, minor insect damage",,7/30/2022,missing,missing,25.49797388,0.504584009,19.78918058,5.057103148,0.055620597,7.449559204,1.308908108,1.526858027,2.426719261,2.568519743,1.456885676,0.012070754,0.177922156,NA,,,BEPA
323,7/28/2022,BEF,Young,Third,C2,1,NP,1,1,0,YB,1,no tag,A3,2,2,,8,4.6,337.257,337.104,NA,NA,1.81,0.23,42.16,186.25,18.62,0.39,393.48,"small brown spots and yellow spots, small holes",,7/30/2022,missing,missing,16.94126441,0.466169451,27.51680393,10.0197,0.0463,8.5905,2.4128,2.3174,1.7072,1.8261,1.1861,0.0332,0.26,146,,,BEAL2
324,7/28/2022,BEF,Young,Third,C2,1,NP,1,1,0,YB,2,7604,?,2,2,,6,3.88,209.574,209.574,NA,NA,1.46,0.24,34.93,143.54,14.35,0.38,376.29,"small brown spots, skeletonizer damage, minor insect damage",,7/30/2022,missing,missing,22.73706972,0.493627983,21.71027266,6.452834155,0.049092085,8.518924884,1.908748896,1.655911121,2.241495867,2.250815844,1.141488513,0.016689312,0.159250249,202,,,BEAL2
325,7/28/2022,BEF,Young,Third,C2,1,NP,1,1,0,YB,3,1846,B1,2,2,,5,4,208.496,208.339,NA,NA,1.69,0.34,41.7,123.28,12.33,0.42,422.5,"small brown spots, minor insect damage",,7/30/2022,missing,missing,22.86390629,0.493297399,21.57809547,5.267147385,0.048851347,7.932185079,1.371417328,1.55846674,2.330254998,2.407788957,1.132365326,0.012956751,0.127790567,219,,,BEAL2
326,7/28/2022,BEF,Young,Third,C2,2,Control,0,0,0,BE,1,1608,A3,2,2,,12,5.67,530.86,530.559,NA,NA,2.66,0.22,44.24,199.46,19.95,0.47,469.14,"skeletonizer damage, brown and white spots",,7/30/2022,missing,missing,25.43769004,0.4854,19.08375234,7.107200124,0.049300855,6.648243539,1.103300183,1.553657401,1.008425116,1.030938866,1.542101516,0.00829036,0.036965726,NA,,,FAGR
327,7/28/2022,BEF,Young,Third,C2,2,Control,0,0,0,BE,2,1216,A2,2,2,,8,4.54,349.248,348.434,NA,NA,2.42,0.3,43.66,143.98,14.4,0.53,533.04,brown spots and skeletonizer damage,,7/30/2022,missing,missing,20.69660356,0.468119166,22.61816366,4.860175059,0.044769687,6.147504099,1.221485574,1.656755702,0.939676681,0.926607401,1.252264061,0.005739931,0.023834724,NA,,,FAGR
328,7/28/2022,BEF,Young,Third,C2,2,Control,0,0,0,BE,3,7629,B3,2,2,,6,3.12,244.656,244.61,NA,NA,1.63,0.27,40.78,150.07,15.01,0.52,522.44,brown spots and small holes,,7/30/2022,missing,missing,23.32860355,0.468204656,20.06998211,6.027095631,0.063088613,6.698439123,0.841300669,1.483811172,1.049509722,0.99408451,1.413869239,0.007809873,0.020058628,NA,,,FAGR
329,7/28/2022,BEF,Young,Third,C2,2,Control,0,0,0,PC,1,1214,B1,2,2,,12,2.07,148.066,147.936,NA,NA,0.9,0.08,12.34,164.37,16.44,0.43,434.78,tiny holes,,7/30/2022,-2.368210023,-27.26804044,24.34966225,0.49743048,20.42863982,6.536589411,0.044597109,11.72584803,2.441426702,0.091550293,1.236151142,1.192043224,1.192378998,0.014556356,0.014016923,NA,,891,PRPE2
330,7/28/2022,BEF,Young,Third,C2,2,Control,0,0,0,PC,2,1609,A1,3,2,,32,6.98,471.608,471.357,NA,NA,2.87,0.09,14.74,164.24,16.42,0.41,411.17,tiny brown spots,,7/30/2022,missing,missing,29.14205739,0.493607689,16.93798357,5.989943016,0.047980004,14.70567104,2.148092908,0.092855504,1.650866184,1.687151766,1.408841799,0.012067646,0.013966556,NA,Original fresh weight  was 3.98: is probably 6.98,,PRPE2
331,7/28/2022,BEF,Young,Third,C2,2,Control,0,0,0,PC,3,2156,C3,3,2,,24,6.66,400.023,400.023,NA,NA,2.98,0.12,16.67,134.24,13.42,0.45,447.45,,,7/30/2022,missing,missing,28.38905784,0.499036252,17.57847178,6.140473652,0.056097898,9.85973069,2.351844267,0.100144778,1.701513525,1.649647548,1.425791081,0.01137659,0.013889171,NA,,,PRPE2
332,7/28/2022,BEF,Young,Third,C2,2,Control,0,0,0,RM,1,855,B2,3,2,,5,3.67,216.098,215.642,NA,NA,1.68,0.34,43.22,128.36,12.84,0.46,457.77,"some brown spots, shorter petelles",,7/30/2022,missing,missing,22.04127766,0.483277726,21.9260305,8.246021496,0.285387149,6.823554382,1.092481086,1.562376417,1.041804182,1.093593452,1.087942196,0.011621448,0.023949434,NA,,,ACRU
333,7/28/2022,BEF,Young,Third,C2,2,Control,0,0,0,RM,2,848/849,B1,3,2,from multiple stems in cluster,12,3.85,210.354,210.32,NA,NA,1.77,0.15,17.53,118.82,11.88,0.46,459.74,"skeletonizer, yellow and brown spots",,7/30/2022,missing,missing,25.7749254,0.497794031,19.31311237,8.702398887,0.040795358,6.183971331,1.161013736,1.902619543,0.908165663,0.905217805,1.177268883,0.013070088,0.031596332,NA,,,ACRU
334,7/28/2022,BEF,Young,Third,C2,2,Control,0,0,0,RM,3,890/892,C1,2,2,,6,4.54,310.686,310.3,NA,NA,2.06,0.34,51.78,150.63,15.06,0.45,453.74,little white and brown spots,,7/30/2022,missing,missing,25.11609448,0.480520837,19.13198876,8.435593776,0.04569747,5.960796066,1.548260906,1.967475153,0.929924344,0.945378553,1.174167916,0.013705062,0.023482457,NA,,,ACRU
335,7/28/2022,BEF,Young,Third,C2,2,Control,0,0,0,WB,1,7970,A3,3,2,,13,3.3,380.63,380.63,NA,NA,2.74,0.21,29.28,138.92,13.89,NA,NA,"minor insect damage, brown spots, skeletonizer",,7/30/2022,missing,missing,17.02252294,0.483697911,28.43244048,5.983817331,0.035101539,8.204850955,1.483843314,1.17470568,0.888818482,0.926008236,1.073799852,0.011536671,0.145860365,NA,"Fresh weight likely incorrect: LDMC not reported; original tag was 715, tag changed in 2023",,BEPA
336,7/28/2022,BEF,Young,Third,C2,2,Control,0,0,0,WB,2,711,A3,2,2,Gray birch,15,3.3,180.055,179.445,NA,NA,1.51,0.1,12,118.84,11.88,0.46,457.58,little white spots,,7/30/2022,missing,missing,16.0766193,0.453212253,28.19076849,6.29901941,0.037050855,6.019719553,0.99885988,2.248667004,0.778509699,0.785698645,1.229727179,0.008319942,0.250943094,NA,,,BEPA
337,7/28/2022,BEF,Young,Third,C2,2,Control,0,0,0,WB,3,710,A2,2,2,,13,5.14,299.363,298.829,NA,NA,2.17,0.17,23.03,137.71,13.77,0.42,422.18,small holes and brown spots,,7/30/2022,missing,missing,18.73601835,0.480128692,25.82890833,9.138111708,0.047502784,6.827899894,1.885242333,2.015420589,0.99180079,1.004421755,1.392715323,0.017322013,0.303289695,NA,,,BEPA
338,7/28/2022,BEF,Young,Third,C2,2,Control,0,0,0,YB,1,Buffer,Buffer,2,2,,7,5.42,295.25,294.112,NA,NA,2.36,0.34,42.18,124.62,12.46,0.44,435.42,"lots of shotgun holes, skeletonizer, and spots",,7/30/2022,missing,missing,25.92282103,0.480918375,18.55193055,9.878987769,0.066914742,7.062266412,2.304346318,3.015831659,1.245711517,1.208451218,1.135351961,0.017575582,0.201104193,249,,,BEAL2
339,7/28/2022,BEF,Young,Third,C2,2,Control,0,0,0,YB,2,7627,C1,NA,NA,,5,3.33,229.553,229.473,NA,NA,1.28,0.26,45.91,179.28,17.93,0.38,384.38,little brown spots,,7/30/2022,missing,missing,23.8635602,0.467661947,19.59732508,14.10034754,0.056540929,9.412718465,2.271839118,3.560368333,1.224858183,1.162188266,1.470935685,0.030279345,0.305154937,172,,,BEAL2
340,7/28/2022,BEF,Young,Third,C2,2,Control,0,0,0,YB,3,Buffer,by C1,NA,NA,,7,2.11,179.539,179.539,NA,NA,0.75,0.11,25.65,239.39,23.94,0.36,355.45,"a little bug spotted, brown spots, skeletonizers",,7/30/2022,missing,missing,24.60889541,0.486913475,19.786076,9.841426578,0.048945885,8.37424076,2.112320522,2.834547,1.051336483,1.037379789,1.070975955,0.020707733,0.171828799,175,,,BEAL2
341,7/28/2022,BEF,Young,Third,C2,3,P,0,1,0,BE,1,285,B2,3,2,,7,3.55,329.53,329.508,NA,NA,1.66,0.24,47.08,198.5,19.85,0.47,467.61,brown spots and brown streeps,,7/30/2022,missing,missing,23.27588385,0.468477007,20.12714146,5.2945,0.048,8.6799,0.9449,1.1697,1.6144,1.5955,1.2131,0.0091,0.0176,NA,,,FAGR
342,7/28/2022,BEF,Young,Third,C2,3,P,0,1,0,BE,2,804,B3,2,2,,6,3.13,188.005,187.04,NA,NA,1.57,0.26,31.33,119.13,11.91,0.5,501.6,brown spots,,7/30/2022,missing,missing,18.8914188,0.47557878,25.17432835,5.488919059,0.073190292,6.78595623,0.67470321,1.289341332,1.19754477,1.129289137,1.142130738,0.00788338,0.024226064,NA,,282,FAGR
343,7/28/2022,BEF,Young,Third,C2,3,P,0,1,0,BE,3,280,B2,2,2,,9,4.95,373.301,372.757,NA,NA,2.45,0.27,41.48,152.15,15.21,0.49,494.95,"brown spots, white spots, small holes",,7/30/2022,missing,missing,19.51154879,0.48170345,24.68811961,8.473267439,0.038272095,7.514739608,1.257616757,1.651335818,1.86849892,1.922545828,1.106369318,0.017324791,0.026912007,NA,,,FAGR
344,7/28/2022,BEF,Young,Third,C2,3,P,0,1,0,PC,1,840,A3,2,2,,24,3.89,236.527,236.47,NA,NA,1.58,0.07,9.86,149.66,14.97,0.41,406.17,"spider, a few brown spots",,7/30/2022,missing,missing,18.43825945,0.488971769,26.51941037,8.390549814,0.030208076,15.96727396,2.223806819,0.045942468,3.235804599,3.142686865,1.066117991,0.021363416,0.013920049,NA,,,PRPE2
345,7/28/2022,BEF,Young,Third,C2,3,P,0,1,0,PC,2,275,A1,3,2,,13,1.81,117.045,116.99,NA,NA,0.73,0.06,9,160.26,16.03,0.4,403.31,"some are very curled, small bug larva",,7/30/2022,missing,missing,19.76118417,0.483298663,24.4569687,13.89619103,0.031776398,8.828244483,2.075322957,0.087183046,3.317621768,3.483955619,1.077729062,0.024226795,0.017543759,NA,,,PRPE2
346,7/28/2022,BEF,Young,Third,C2,3,P,0,1,0,PC,3,838,A3,NA,NA,,15,2.88,225.155,224.684,NA,NA,1.16,0.08,15.01,193.69,19.37,0.4,402.78,little brown spots,,7/30/2022,missing,missing,24.70248555,0.484607285,19.617754,7.916258003,0.046033555,18.08874854,2.63731838,0.064236833,3.815814972,3.721573517,1.25154048,0.01922763,0.015200477,NA,,,PRPE2
347,7/28/2022,BEF,Young,Third,C2,3,P,0,1,0,RM,1,236,B1,2,2,,11,3.98,206.941,206.426,NA,NA,1.78,0.16,18.81,115.97,11.6,0.45,447.24,yellow spots and brown spots,,7/30/2022,missing,missing,14.81133067,0.49563342,33.46312572,4.700717596,0.033885999,7.791689288,1.127005681,0.726978777,2.154358006,2.105924878,0.888751708,0.006217774,0.012527157,NA,,,ACRU
348,7/28/2022,BEF,Young,Third,C2,3,P,0,1,0,RM,2,273,A1,2,2,,6,1.98,120.607,120.334,NA,NA,0.85,0.14,20.1,141.57,14.16,0.43,429.29,brown spots and insect damage,,7/30/2022,-5.38181752,-29.81560405,14.74264868,0.492975905,33.53471819,8.399341284,0.032109496,7.960050198,1.577776652,1.249177616,2.471715843,2.372990652,0.873916614,0.011646051,0.018444325,NA,,,ACRU
349,7/28/2022,BEF,Young,Third,C2,3,P,0,1,0,RM,3,271,A1,3,2,,12,4.54,308.562,307.362,NA,NA,2.18,0.18,25.71,140.99,14.1,0.48,480.18,insect damage and brown spots,,7/30/2022,missing,missing,15.45983246,0.492396769,31.85007148,7.318147144,0.036141871,7.057953881,1.450568675,1.32464922,1.668034941,1.58189757,0.939992645,0.008298123,0.019328417,NA,,,ACRU
350,7/28/2022,BEF,Young,Third,C2,3,P,0,1,0,WB,1,2161,B3,3,2,,10,4.22,228.964,228.116,NA,NA,1.66,0.17,22.9,137.42,13.74,0.39,393.36,"all leaves are damaged, skeletonizer, insect damage, and brown spots",Y,7/30/2022,missing,missing,18.08855177,0.480276025,26.55138072,10.39034355,0.087858127,8.369176078,1.622560608,2.108409111,1.599590385,1.583714241,1.241917255,0.029114853,0.222482842,NA,,,BEPA
351,7/28/2022,BEF,Young,Third,C2,3,P,0,1,0,WB,2,1623,A1,3,2,,7,3.36,197.393,197.175,NA,NA,1.27,0.18,28.2,155.26,15.53,0.38,377.98,"little brown spots, holes, white spots, insect damage",,7/30/2022,missing,missing,20.99948678,0.485782865,23.13308275,8.483439011,0.049539506,10.26481631,1.316380919,2.219890642,1.962645102,2.099684445,1.183512912,0.014528127,0.163784282,NA,,,BEPA
352,7/28/2022,BEF,Young,Third,C2,3,P,0,1,0,WB,3,276,A1,2,2,,10,6.13,321.735,321.406,NA,NA,2.41,0.24,32.17,133.36,13.34,0.39,393.15,skeletonizer damage and brown spots,,7/30/2022,missing,missing,19.57459253,0.476541056,24.34487742,14.3485375,0.0433333,7.8783733,1.9189908,3.1813555,1.7521635,1.746583,1.2765555,0.0291823,0.2834023,NA,,,BEPA
353,7/28/2022,BEF,Young,Third,C2,3,P,0,1,0,YB,1,812,B3,2,2,,15,6.96,499.573,499.097,NA,NA,2.57,0.17,33.3,194.2,19.42,0.37,369.25,"lots of yellow and brown spots, one fuzzy leaf selected",,7/30/2022,missing,missing,21.4479084,0.477603648,22.26807571,11.77013791,0.083970722,9.474145377,2.743745026,1.973678763,1.85884336,1.812936161,1.2864626,0.031869129,0.257730993,180,,,BEAL2
354,7/28/2022,BEF,Young,Third,C2,3,P,0,1,0,YB,2,1206,B2,2,2,,12,7.81,627.578,627.44,NA,NA,2.8,0.23,52.3,224.09,22.41,0.36,358.51,"tiny holes, brown spots, and insect damage",,7/30/2022,missing,missing,21.35614741,0.4886481,23.06990976,11.05206221,0.045747752,12.05491779,2.092561959,3.031083437,1.625925966,1.687927275,1.046380562,0.022791198,0.234999607,163,,,BEAL2
355,7/28/2022,BEF,Young,Third,C2,3,P,0,1,0,YB,3,1622,A1,3,2,,5,2.46,187.887,186.422,NA,NA,0.86,0.17,37.58,216.77,21.68,0.35,349.59,"insect damage and brown spots, one fuzzy leaf chosen",,7/30/2022,missing,missing,22.32409928,0.471257936,21.1098298,11.7569924,0.058935929,10.48524153,2.224809474,3.602371877,2.20823447,2.160085936,1.266426496,0.018795672,0.227055895,148,,,BEAL2
356,7/28/2022,BEF,Young,Third,C2,4,N,1,0,0,BE,1,2283,C3,NA,NA,,6,2.24,192.62,192.494,NA,NA,1.19,0.2,32.1,161.76,16.18,0.53,531.25,some brown spots,,7/31/2022,-1.22,-28.72,21.57608093,0.496099935,22.99305125,6.42097149,0.048828388,7.239300281,0.970158453,0.977508975,0.812182299,0.836853173,1.227312897,0.013859453,0.025771793,NA,,,FAGR
357,7/28/2022,BEF,Young,Third,C2,4,N,1,0,0,BE,2,227,B2,2,2,,5,2.94,230.655,230.611,NA,NA,1.51,0.3,46.13,152.72,15.27,0.51,513.61,brown spots,,7/31/2022,-1.22,-28.06,24.33324031,0.50041037,20.56488836,5.482360877,0.050148924,7.197453277,0.846877676,0.901290934,0.896363543,0.930547103,1.352208784,0.010976218,0.010599826,NA,,,FAGR
358,7/28/2022,BEF,Young,Third,C2,4,N,1,0,0,BE,3,252,C2,3,2,,7,2.89,198.04,197.577,NA,NA,1.5,0.21,28.29,131.72,13.17,0.52,519.03,brown spots and small holes,,7/31/2022,missing,missing,20.08154868,0.486134786,24.20803263,5.316065068,0.045093738,6.371181638,0.790745898,0.69576374,0.899125605,0.916442579,1.132655205,0.012815463,0.009399188,NA,,,FAGR
359,7/28/2022,BEF,Young,Third,C2,4,N,1,0,0,PC,1,4899,A3,2,2,,10,1.74,131.129,130.706,NA,NA,0.71,0.07,13.11,184.09,18.41,0.41,408.05,holes,,7/31/2022,-3.420628895,-26.74523506,26.38603534,0.500257974,18.95919442,12.21028181,0.053997509,7.418748767,2.962036478,0.144009141,1.128196647,1.09470416,1.35114155,0.03402493,0.02129395,NA,,,PRPE2
360,7/28/2022,BEF,Young,Third,C2,4,N,1,0,0,PC,2,2534,A2,2,2,,14,2.11,156.133,156.063,NA,NA,0.88,0.06,11.15,177.34,17.73,0.42,417.06,brown spots,,7/31/2022,missing,-26.12847885,31.9023037,0.500554759,15.69023868,6.263775769,0.052818401,10.25680897,2.750051355,0.12952956,1.291983911,1.293504247,1.384866792,0.013898243,0.013992732,NA,Partial Run,,PRPE2
361,7/28/2022,BEF,Young,Third,C2,4,N,1,0,0,PC,3,1616,A1,2,2,,11,2.97,184.368,184.019,NA,NA,1.2,0.11,16.76,153.35,15.33,0.4,404.04,minor insect damage,,7/31/2022,-2.559977759,missing,30.61587135,0.505744035,16.5190149,5.032530101,0.042905092,10.08621819,1.862392464,0.100500955,1.036061876,1.102384787,1.313126358,0.010029909,0.020017344,NA,,,PRPE2
362,7/28/2022,BEF,Young,Third,C2,4,N,1,0,0,RM,1,1173,B2,2,2,,10,3.06,220.162,220.124,NA,NA,1.18,0.12,22.02,186.55,18.65,0.39,385.62,"skeletonizer damage, brown and white spots",,7/31/2022,missing,missing,20.92123313,0.491199502,23.47851577,8.335717839,0.039747435,6.39684272,1.725161442,1.130899582,1.24058088,1.16941141,1.158036063,0.021831669,0.038204991,NA,,,ACRU
363,7/28/2022,BEF,Young,Third,C2,4,N,1,0,0,RM,2,232,B1,2,2,,6,3.06,192.18,192.18,NA,NA,1.37,0.23,32.03,140.28,14.03,0.45,447.71,"brown and white spots, insect damage",,7/31/2022,missing,missing,20.82195775,0.494758384,23.7613768,5.207686882,0.055342895,6.914137933,0.834971872,0.707467355,1.024455919,1.058290262,1.25347867,0.007629534,0.023973313,NA,,,ACRU
364,7/28/2022,BEF,Young,Third,C2,4,N,1,0,0,RM,3,228,B1,2,2,,8,5.75,337.561,336.885,NA,NA,2.77,0.35,42.2,121.62,12.16,0.48,481.74,little brown and white spots,,7/31/2022,missing,missing,19.69096873,0.503109791,25.55028135,3.88037016,0.052038107,5.526918054,0.946876782,0.737747075,1.087050449,1.055236005,1.079267938,0.00558775,0.016984678,NA,,,ACRU
365,7/28/2022,BEF,Young,Third,C2,4,N,1,0,0,WB,1,223-224,B3,3,2,,7,5.37,248.75,247.769,NA,NA,2.51,0.36,35.54,98.71,9.87,0.47,467.41,brown spots and minor insect damage,,7/31/2022,missing,missing,17.27910423,0.464810195,26.90013258,4.364150372,0.049484976,6.074409822,1.154012819,1.161465593,0.890029354,0.902684918,1.280145703,0.007011937,0.103058049,NA,,,BEPA
366,7/28/2022,BEF,Young,Third,C2,4,N,1,0,0,WB,2,220,A3,2,2,,6,3.02,187.729,186.729,NA,NA,1.4,0.23,31.29,133.38,13.34,0.46,463.58,"skeletonizer, little holes, brown spots",,7/31/2022,missing,missing,24.46561124,0.492289386,20.12168759,5.605121339,0.070098508,8.500066415,1.772819201,1.472829527,0.869830791,0.877635663,1.264817249,0.010808924,0.158811367,NA,,,BEPA
367,7/28/2022,BEF,Young,Third,C2,4,N,1,0,0,WB,3,219,A1,2,2,,9,5.83,253.834,253.573,NA,NA,2.68,0.3,28.2,94.62,9.46,0.46,459.69,"skeletonizer damage, minor insect damage",,7/31/2022,missing,missing,23.94762713,0.499320803,20.85053356,6.649230061,0.05595918,8.3186327,1.192348996,1.460999121,0.848686671,0.802581276,1.345340569,0.014694056,0.222202052,NA,,,BEPA
368,7/28/2022,BEF,Young,Third,C2,4,N,1,0,0,YB,1,7915,C2,5,2,,9,3,255.708,255.427,NA,NA,1.15,0.13,28.41,222.11,22.21,0.38,383.33,lots of little brown spots and insect damage,,7/31/2022,missing,missing,25.22383647,0.482901702,19.14465719,8.631746621,0.085300844,7.186618674,1.9180228,2.137464365,1.234867452,1.276575476,1.283695938,0.022114154,0.238920632,192,,2568,BEAL2
227,7/22/2022,BEF,Mid,Third,C4,1,NP,1,1,0,BE,1,83,B3,2,2,,12,7.12,659.935,659.935,NA,NA,3.03,0.25,54.99,217.8,21.78,0.43,425.56,tiny holes ,,7/23/2022,-1.28240131,-29.69500877,25.14991079,0.479974708,19.08454913,10.87040399,0.05446012,8.281410925,1.627028104,0.741778556,1.792371031,1.793302174,1.500237014,0.024419471,0.039135088,NA,,,FAGR
228,7/22/2022,BEF,Mid,Third,C4,1,NP,1,1,0,BE,2,2401,C2,2,2,has tags 2470 and 71,7,2.71,222.49,221.754,NA,NA,1.38,0.2,31.78,160.69,16.07,0.51,509.23,"lots of shot gun holes, chlorotic, damaged leaves have yellow bumps",,7/23/2022,-1.137460929,-29.07897996,20.14306352,0.50460755,25.05118196,3.845889911,0.035661418,5.76398239,0.785994611,0.517649376,1.055404223,1.067214992,0.865881101,0.006045402,0.025105146,NA,original tag was 2471; tag changed in 2023,71,FAGR
229,7/22/2022,BEF,Mid,Third,C4,1,NP,1,1,0,BE,3,976,B1,2,2,,7,3.22,NA,NA,NA,NA,1.47,0.21,NA,NA,NA,0.46,456.52,,,7/23/2022,-0.616298083,-29.15323603,23.676189,0.485469342,20.50453905,7.128986793,0.043539735,8.610247085,1.367656222,0.528124349,1.053444805,1.042539828,1.163318252,0.024431858,0.041754683,NA,leaf area only measured on 5 leaves. Not accurate,,FAGR
230,7/22/2022,BEF,Mid,Third,C4,1,NP,1,1,0,RM,1,354,B3,2,2,,4,2.75,207.119,207.024,NA,NA,0.99,0.25,51.78,209.12,20.91,0.36,360,"all diseased. Pink, brown, and yellow dots. Chose leaves with least damage",,7/23/2022,missing,missing,23.64959217,0.478804944,20.24580129,9.101935802,0.042306106,12.44912803,1.830288654,0.642976753,2.003678335,1.992993696,0.932860126,0.022481239,0.061281921,NA,,,ACRU
231,7/22/2022,BEF,Mid,Third,C4,1,NP,1,1,0,RM,2,986,A3,2,2,,13,4.03,265.039,264.738,NA,NA,1.79,0.14,20.39,147.9,14.79,0.44,444.17,all leaves have many tiny brown spots. Chose leaves with least insect disease damage (likely whole tree infected),,7/23/2022,-1.677995987,-28.86319378,15.95122456,0.495357023,31.05448243,6.650081556,0.037215023,7.751821605,1.643015369,0.425921976,1.484628268,1.467235134,0.796900269,0.015861833,0.038264768,NA,,17,ACRU
232,7/22/2022,BEF,Mid,Third,C4,1,NP,1,1,0,RM,3,43,B2,2,2,,9,3.3,229.476,228.661,NA,NA,1.32,0.15,25.5,173.23,17.32,0.4,400,all leaves damaged. Bugs and brown spots. Chose smaller leaves as they were less damaged ,,7/23/2022,-1.888684008,-29.97169412,20.42006589,0.492368653,24.11200118,6.398720861,0.04315736,8.22231087,1.448244543,0.748808453,1.752666937,1.777015611,1.102256042,0.017921783,0.029956485,NA,,,ACRU
233,7/22/2022,BEF,Mid,Third,C4,1,NP,1,1,0,WB,1,61,B1,4,2,,10,3.26,145.679,145.067,NA,NA,1.41,0.14,14.57,102.88,10.29,0.43,432.52,brown spots on the leaves,,7/23/2022,-1.619018711,-26.56648561,21.42254068,0.492219847,22.97672597,4.904,0.0404,8.7095,1.4676,0.7562,1.7306,1.6983,1.1598,0.0123,0.1545,NA,,,BEPA
234,7/22/2022,BEF,Mid,Third,C4,1,NP,1,1,0,WB,2,92,B3,3,2,,6,3.1,149.734,149.315,NA,NA,1.38,0.23,24.96,108.2,10.82,0.45,445.16,lots of herbivory. Chose leaves with the least amount of herbivory damage,,7/23/2022,-1.901237003,-27.51842145,23.45132065,0.498486147,21.25620789,4.475682376,0.039050693,6.927748951,1.808729654,0.690663706,2.122247122,2.150332721,1.246289624,0.012749001,0.126934109,NA,,,BEPA
235,7/22/2022,BEF,Mid,Third,C4,1,NP,1,1,0,WB,3,938,C2,2,2,,6,2.16,108.587,108.192,NA,NA,0.88,0.15,18.1,122.95,12.29,0.41,407.41,Bug in sample. All damaged. Chose the ones least damaged (so most of them small),,7/23/2022,-2.274612585,-28.11310733,20.95269258,0.485710718,23.18130315,7.032495023,0.041256511,8.329493018,1.641749177,0.979149659,1.397765441,1.443424421,1.173614368,0.018968196,0.200791916,NA,,77,BEPA
