Site,Stand,Plot,Treatment,Age,Subplot,Species,previous tags,TagID,DBH2008,DBH2009 ,DBH2010,DBH2011,DBH2015,DBH2019,DBH2023,,liveBA11,liveBA15,liveBA19,liveBA23,,BA2011,BA2015,BA2019,BA2023,,chgBA11_15,chgBA15_19,chgBA19_23,,RBAIyr11_15,RBAIyr15_19,RBAIyr19_23,,deadyr,dead2008-2010,dead2011,dead2015,dead2019,dead2023,notes2008-10,notes2011,notes2015,notes2019,notes2023,,ingrowthyear,ingrowth5x5
BEF,C1,2,N,Mid,A1,WB,,2641,,,,,10.4,11.4,13.5,,0,84.9,102.1,143.1,,0,84.9,102.1,143.1,,#DIV/0!,0.201553254,0.402354571,,,0.046973661,0.088214375,,,,,,,,,Not >10 cm DBH,new add; inside 5x5,,,,2015,in
BEF,C1,2,N,Mid,A2,WB,,1822,,,,,11,13,13.2,,0,95,132.7,136.8,,0,95,132.7,136.8,,#DIV/0!,0.396694215,0.031005917,,,0.087114613,0.007662947,,,,,,,,,,new add; outside,attached to 7798,,,2015,out
BEF,C1,2,N,Mid,A2,PC,,2649,,,,,10.7,12.4,13.7,,0,89.9,120.8,147.4,,0,89.9,120.8,147.4,,#DIV/0!,0.342999389,0.220668574,,,0.076512194,0.051113081,,,,,,,,,,new add; outside,,,,2015,out
BEF,C1,2,N,Mid,A2,WB,,2650,,,,,10,11.7,13.3,,0,78.5,107.5,138.9,,0,78.5,107.5,138.9,,#DIV/0!,0.3689,0.29220542,,,0.081665383,0.066185789,,,,,,,,,,new add; outside,,,,2015,out
BEF,C1,2,N,Mid,A2,PC,,2654,,,,,11,11.8,12.9,,0,95,109.4,130.7,,0,95,109.4,130.7,,#DIV/0!,0.150743802,0.19513071,,,0.035725481,0.045571776,,,,,,,,,,new add; outside,,,,2015,out
BEF,C1,2,N,Mid,A3,WB,,1819,,,,,12.2,14.3,15.8,,0,116.9,160.6,196.1,,0,116.9,160.6,196.1,,#DIV/0!,0.373891427,0.220793193,,,0.082650058,0.051139907,,,,,,,,,,new add; outside,,,,2015,out
BEF,C1,2,N,Mid,A3,WB,,1823,,,,,12.6,13.6,14.85,,0,124.7,145.3,173.2,,0,124.7,145.3,173.2,,#DIV/0!,0.165028975,0.192271302,,,0.038924963,0.044945819,,,,,,,,,,new add; outside,,,,2015,out
BEF,C1,2,N,Mid,B1,ASH,,1817,,,,,11.4,16.3,18.05,,0,102.1,208.7,255.9,,0,102.1,208.7,255.9,,#DIV/0!,1.044398276,0.226250518,,,0.195752717,0.052312674,,,,,,,,,,new add; outside,,connected to 7710 (B2),,2015,out
BEF,C1,2,N,Mid,B1,WB,,2198,,,,,10.8,12.3,14.3,,0,91.6,118.8,160.6,,0,91.6,118.8,160.6,,#DIV/0!,0.297067901,0.351642541,,,0.067187373,0.07824006,,,,,,,,,,new add; outside,,,,2015,out
BEF,C1,2,N,Mid,B1,WB,,2656,,,,,10.5,12,13.25,,0,86.6,113.1,137.9,,0,86.6,113.1,137.9,,#DIV/0!,0.306122449,0.219184028,,,0.069044968,0.050793351,,,,,,,,,,new add; outside,,,,2015,out
BEF,C1,2,N,Mid,B2,WB,,1820,,,,,11.2,13.7,16,,0,98.5,147.4,201.1,,0,98.5,147.4,201.1,,#DIV/0!,0.496253189,0.363951196,,,0.105990183,0.080686454,,,,,,,,,,new add; inside 5x5,,,,2015,in
BEF,C1,2,N,Mid,B2,WB,,1824,,,,,11.3,13.1,14.65,,0,100.3,134.8,168.6,,0,100.3,134.8,168.6,,#DIV/0!,0.343958023,0.250640988,,,0.076704247,0.05750679,,,,,,,,,,new add; outside,,,,2015,out
BEF,C1,2,N,Mid,B2,WB,,2645,,,,,10.9,14,17,,0,93.3,153.9,227,,0,93.3,153.9,227,,#DIV/0!,0.649692787,0.474489796,,,0.133315344,0.10194633,,,,,,,,,,new add; inside 5x5,,,,2015,in
BEF,C1,2,N,Mid,B3,WB,,2653,,,,,10.4,11.9,12.8,,0,84.9,111.2,128.7,,0,84.9,111.2,128.7,,#DIV/0!,0.309264053,0.156980439,,,0.06968723,0.037125958,,,,,,,,,Not >10 cm DBH,new add; outside,,,,2015,out
BEF,C1,2,N,Mid,C1,WB,,1815,,,,,11.2,13.2,15.3,,0,98.5,136.8,183.9,,0,98.5,136.8,183.9,,#DIV/0!,0.389030612,0.343491736,,,0.085620297,0.076610844,,,,,,,,,,new add; outside,,,,2015,out
BEF,C1,2,N,Mid,C1,PC,,2637,,,,,10.3,11,12.2,,0,83.3,95,116.9,,0,83.3,95,116.9,,#DIV/0!,0.14054105,0.230082645,,,0.033422065,0.053133851,,,,,,,,,,new add; outside,was listed as C2 in 2015,,,2015,out
BEF,C1,2,N,Mid,C2,WB,,1814,,,,,11,12.4,13.6,,0,95,120.8,145.3,,0,95,120.8,145.3,,#DIV/0!,0.270743802,0.202913632,,,0.061731005,0.047269876,,,,,,,,,,new add; outside,,,,2015,out
BEF,C1,2,N,Mid,C2,PC,,2644,,,,,10.2,10.1,10.15,,0,81.7,80.1,80.9,,0,81.7,80.1,80.9,,#DIV/0!,-0.019511726,0.009925498,,,-0.004914035,0.002472192,,,,,,,,,,new add; outside,,,,2015,out
BEF,C1,2,N,Mid,C3,PC,,1813,,,,,11.3,12.2,13.4,,0,100.3,116.9,141,,0,100.3,116.9,141,,#DIV/0!,0.165635524,0.20639613,,,0.039060161,0.04802703,,,,,,,,,,new add; outside,,,,2015,out
BEF,C1,2,N,Mid,C3,WB,,2651,,,,,10.5,12.2,14,,0,86.6,116.9,153.9,,0,86.6,116.9,153.9,,#DIV/0!,0.350022676,0.316850309,,,0.077916862,0.071233394,,,,,,,,,,new add; outside,,,,2015,out
BEF,C1,2,N,Mid,A1,PC,,7794,,,,,,11,11,,0,0,95,0,,0,0,95,95,,#DIV/0!,#DIV/0!,0,,,,0,,23,,,,,dead,,,,new addition,not found,,2019,out
BEF,C1,2,N,Mid,A1,PC,,7796,,,,,,10.3,10.3,,0,0,83.3,0,,0,0,83.3,83.3,,#DIV/0!,#DIV/0!,0,,,,0,,23,,,,,dead,,,,new addition,"fallen, tag removed",,2019,out
BEF,C1,2,N,Mid,A2,PC,,7726,,,,,,10.2,10.2,,0,0,81.7,0,,0,0,81.7,81.7,,#DIV/0!,#DIV/0!,0,,,,0,,23,,,,,dead,,,,new addition,fallen,,2019,out
BEF,C1,2,N,Mid,A1,WB,,7793,,,,,,10.2,11.8,,0,0,81.7,109.4,,0,0,81.7,109.4,,#DIV/0!,#DIV/0!,0.338331411,,,,0.075575541,,,,,,,,,,,new add; inside 5x5,measured on paint: 12.1; dowel 12.4,,2019,in
BEF,C1,2,N,Mid,A1,PC,,7797,,,,,,9.6,10.35,,0,0,72.4,84.1,,0,0,72.4,84.1,,#DIV/0!,#DIV/0!,0.162353516,,,,0.038327983,,,,,,,,,,,new addition,,,2019,out
BEF,C1,2,N,Mid,A2,PC,,7727,,,,,,10.5,11,,0,0,86.6,95,,0,0,86.6,95,,#DIV/0!,#DIV/0!,0.097505669,,,,0.023532631,,,,,,,,,,,new addition,,,2019,out
BEF,C1,2,N,Mid,A2,PC,,7792,,,,,,9.9,10.2,,0,0,77,81.7,,0,0,77,81.7,,#DIV/0!,#DIV/0!,0.061524334,,,,0.015038438,,,,,,,,,,,new addition,,,2019,out
BEF,C1,2,N,Mid,A2,WB,,7798,,,,,,10.5,10.9,,0,0,86.6,93.3,,0,0,86.6,93.3,,#DIV/0!,#DIV/0!,0.077641723,,,,0.018869588,,,,,,,,,,,new addition,,,2019,out
BEF,C1,2,N,Mid,A3,WB,,7706,,,,,,10.9,12.65,,0,0,93.3,125.7,,0,0,93.3,125.7,,#DIV/0!,#DIV/0!,0.346877367,,,,0.077288475,,,,,,,,,,,new add; inside 5x5 (but dowel end not on paint),DBH=12.6 on paint,,2019,in
BEF,C1,2,N,Mid,A3,WB,,7722,,,,,,9.5,10.2,,0,0,70.9,81.7,,0,0,70.9,81.7,,#DIV/0!,#DIV/0!,0.152797784,,,,0.036187343,,,,,,,,,,,new addition,,,2019,out
BEF,C1,2,N,Mid,A3,YB,,7723,,,,,,11.2,12.2,,0,0,98.5,116.9,,0,0,98.5,116.9,,#DIV/0!,#DIV/0!,0.186543367,,,,0.043688514,,,,,,,,,,,new add; inside 5x5,,,2019,in
BEF,C1,2,N,Mid,A3,WB,,7724,,,,,,9.6,11.3,,0,0,72.4,100.3,,0,0,72.4,100.3,,#DIV/0!,#DIV/0!,0.385525174,,,,0.084934714,,,,,,,,,,,new addition,,,2019,out
BEF,C1,2,N,Mid,A3,PC,,7725,,,,,,10,11.3,,0,0,78.5,100.3,,0,0,78.5,100.3,,#DIV/0!,#DIV/0!,0.2769,,,,0.063014581,,,,,,,,,,,new add; inside (but dowel end not on paint),DBH=11.35 on paint,,2019,in
BEF,C1,2,N,Mid,B1,WB,,7721,,,,,,10.7,12.5,,0,0,89.9,122.7,,0,0,89.9,122.7,,#DIV/0!,#DIV/0!,0.364748013,,,,0.080844253,,,,,,,,,,,new addition,,,2019,out
BEF,C1,2,N,Mid,B2,ASH,,7710,,,,,,14.3,16.9,,0,0,160.6,224.3,,0,0,160.6,224.3,,#DIV/0!,#DIV/0!,0.396694215,,,,0.087114613,,,,,,,,,,,new addition,connected to 1817 (B1),,2019,out
BEF,C1,2,N,Mid,B2,PC,,7718,,,,,,10,11.4,,0,0,78.5,102.1,,0,0,78.5,102.1,,#DIV/0!,#DIV/0!,0.2996,,,,0.067707825,,,,,,,,,,,new addition,,,2019,out
BEF,C1,2,N,Mid,B2,WB,,7720,,,,,,11.6,14.15,,0,0,105.7,157.3,,0,0,105.7,157.3,,#DIV/0!,#DIV/0!,0.48797934,,,,0.104458051,,,,,,,,,,,new addition,,,2019,out
BEF,C1,2,N,Mid,B3,WB,,7716,,,,,,11.1,10.9,,0,0,96.8,93.3,,0,0,96.8,93.3,,#DIV/0!,#DIV/0!,-0.035711387,,,,-0.00904996,,,,,,,,,,,new addition,checked,,2019,out
BEF,C1,2,N,Mid,B3,WB,,7717,,,,,,10.6,12.25,,0,0,88.2,117.9,,0,0,88.2,117.9,,#DIV/0!,#DIV/0!,0.335550908,,,,0.075016454,,,,,,,,,,,new addition,,,2019,out
BEF,C1,2,N,Mid,B3,PC,,7719,,,,,,10.4,11.8,,0,0,84.9,109.4,,0,0,84.9,109.4,,#DIV/0!,#DIV/0!,0.287352071,,,,0.065183263,,,,,,,,,,,new addition,,,2019,out
BEF,C1,2,N,Mid,C1,YB,,7704,,,,,,10.3,12.3,,0,0,83.3,118.8,,0,0,83.3,118.8,,#DIV/0!,#DIV/0!,0.426053351,,,,0.092783033,,,,,,,,,,,new addition,,,2019,out
BEF,C1,2,N,Mid,C1,PC,,7705,,,,,,10.2,12.1,,0,0,81.7,115,,0,0,81.7,115,,#DIV/0!,#DIV/0!,0.407247213,,,,0.089162297,,,,,,,,,,,new addition,,,2019,out
BEF,C1,2,N,Mid,C1,ASH,,7711,,,,,,12.2,14.8,,0,0,116.9,172,,0,0,116.9,172,,#DIV/0!,#DIV/0!,0.471647407,,,,0.101414887,,,,,,,,,,,new addition,,,2019,out
BEF,C1,2,N,Mid,C1,WB,,7712,,,,,,9.9,11.2,,0,0,77,98.5,,0,0,77,98.5,,#DIV/0!,#DIV/0!,0.279869401,,,,0.063632047,,,,,,,,,,,new addition,,,2019,out
BEF,C1,2,N,Mid,C1,BE,,7715,,,,,,9.8,11.6,,0,0,75.4,105.7,,0,0,75.4,105.7,,#DIV/0!,#DIV/0!,0.401082882,,,,0.087967587,,,,,,,,,,,new addition,,,2019,out
BEF,C1,2,N,Mid,C2,WB,,7713,,,,,,10.1,11.2,,0,0,80.1,98.5,,0,0,80.1,98.5,,#DIV/0!,#DIV/0!,0.229683364,,,,0.05304838,,,,,,,,,,,new addition,,,2019,out
BEF,C1,2,N,Mid,C2,WB,,7789,,,,,,10.2,11.8,,0,0,81.7,109.4,,0,0,81.7,109.4,,#DIV/0!,#DIV/0!,0.338331411,,,,0.075575541,,,,,,,,,,,new addition,was incorrectly listed as 7780,,2019,out
BEF,C1,2,N,Mid,C2,WB,,7790,,,,,,11,12.75,,0,0,95,127.7,,0,0,95,127.7,,#DIV/0!,#DIV/0!,0.343491736,,,,0.076610844,,,,,,,,,,,new addition,,,2019,out
BEF,C1,2,N,Mid,C3,PC,,7782,,,,,,10.5,12,,0,0,86.6,113.1,,0,0,86.6,113.1,,#DIV/0!,#DIV/0!,0.306122449,,,,0.069044968,,,,,,,,,,,new add; inside,,,2019,in
BEF,C1,2,N,Mid,C3,WB,,7783,,,,,,10.1,10.3,,0,0,80.1,83.3,,0,0,80.1,83.3,,#DIV/0!,#DIV/0!,0.039996079,,,,0.009852455,,,,,,,,,,,new addition,,,2019,out
BEF,C1,2,N,Mid,C3,PC,,7784,,,,,,10,10.8,,0,0,78.5,91.6,,0,0,78.5,91.6,,#DIV/0!,#DIV/0!,0.1664,,,,0.039230485,,,,,,,,,,,new addition,upper edge of plot,,2019,out
BEF,C1,2,N,Mid,C3,WB,,7785,,,,,,11.5,12.9,,0,0,103.9,130.7,,0,0,103.9,130.7,,#DIV/0!,#DIV/0!,0.258298677,,,,0.059121868,,,,,,,,,,,new addition,,,2019,out
BEF,C1,2,N,Mid,C3,WB,,7786,,,,,,10.2,10.4,,0,0,81.7,84.9,,0,0,81.7,84.9,,#DIV/0!,#DIV/0!,0.039600154,,,,0.009756329,,,,,,,,,,,new addition,,,2019,out
BEF,C1,2,N,Mid,C3,WB,,7788,,,,,,10.75,12.6,,0,0,90.8,124.7,,0,0,90.8,124.7,,#DIV/0!,#DIV/0!,0.373802055,,,,0.082632451,,,,,,,,,,,new addition,,,2019,out
BEF,C1,2,N,Mid,buffer,WB,,760,,,,,,11.9,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,new addition,in buffer; exclude,,2019,out
BEF,C1,2,N,Mid,A1,YB,,1754,,,,,,,10.1,,0,0,0,80.1,,0,0,0,80.1,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,new add; outside 5x5 - also tag number may be 7754,,2023,out
BEF,C1,2,N,Mid,A1,WB,,7725,,,,,,,11.4,,0,0,0,102.1,,0,0,0,102.1,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,new add; outside 5x5,,2023,out
BEF,C1,2,N,Mid,A2,BE,,7253,,,,,,,11,,0,0,0,95,,0,0,0,95,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,new add; outside 5x5,,2023,out
BEF,C1,2,N,Mid,A3,YB,,7710,,,,,,,10.8,,0,0,0,91.6,,0,0,0,91.6,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,new add; outside 5x5,,2023,out
BEF,C1,2,N,Mid,A3,PC,,7134,,,,,,,10.2,,0,0,0,81.7,,0,0,0,81.7,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,new add; outside 5x5,,2023,out
BEF,C1,2,N,Mid,A3,PC,,7719,,,,,,,10.1,,0,0,0,80.1,,0,0,0,80.1,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,new add; outside 5x5,,2023,out
BEF,C1,2,N,Mid,A3,PC,,7135,,,,,,,11.8,,0,0,0,109.4,,0,0,0,109.4,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,new add; inside 5x5,,2023,in
BEF,C1,2,N,Mid,B1,WB,,7990,,,,,,,10,,0,0,0,78.5,,0,0,0,78.5,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,new add; outside 5x5,,2023,out
BEF,C1,2,N,Mid,B1,PC,,7991,,,,,,,9.7,,0,0,0,73.9,,0,0,0,73.9,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,new add; outside 5x5,,2023,out
BEF,C1,2,N,Mid,B2,PC,,7789,,,,,,,10.8,,0,0,0,91.6,,0,0,0,91.6,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,new add; inside 5x5,,2023,in
BEF,C1,2,N,Mid,B2,WB,,7708,,,,,,,11.8,,0,0,0,109.4,,0,0,0,109.4,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,new add; outside 5x5,,2023,out
BEF,C1,2,N,Mid,B2,WB,,7713,,,,,,,10.3,,0,0,0,83.3,,0,0,0,83.3,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,new add; outside 5x5,,2023,out
BEF,C1,2,N,Mid,B2,BE,,7252,,,,,,,11.2,,0,0,0,98.5,,0,0,0,98.5,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,new add; outside 5x5,,2023,out
BEF,C1,2,N,Mid,B2,PC,,7704,,,,,,,10.8,,0,0,0,91.6,,0,0,0,91.6,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,new add; inside 5x5,,2023,in
BEF,C1,2,N,Mid,B3,BE,,7706,,,,,,,10.15,,0,0,0,80.9,,0,0,0,80.9,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,new add; outside 5x5,,2023,out
BEF,C1,2,N,Mid,B3,YB,,7796,,,,,,,11.6,,0,0,0,105.7,,0,0,0,105.7,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,new add; outside 5x5,,2023,out
BEF,C1,2,N,Mid,B3,PC,,7244,,,,,,,10.2,,0,0,0,81.7,,0,0,0,81.7,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,new add; outside 5x5,,2023,out
BEF,C1,2,N,Mid,B3,WB,,7711,,,,,,,10.8,,0,0,0,91.6,,0,0,0,91.6,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,new add; outside 5x5,,2023,out
BEF,C1,2,N,Mid,C1,YB,,7988,,,,,,,10,,0,0,0,78.5,,0,0,0,78.5,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,new add; outside 5x5,,2023,out
BEF,C1,2,N,Mid,C1,BE,,7255,,,,,,,10.75,,0,0,0,90.8,,0,0,0,90.8,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,new add; outside 5x5,,2023,out
BEF,C1,2,N,Mid,C1,BE,,7957,,,,,,,10.4,,0,0,0,84.9,,0,0,0,84.9,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,new add; inside 5x5,,2023,in
BEF,C1,2,N,Mid,C2,PC,,7718,,,,,,,10.35,,0,0,0,84.1,,0,0,0,84.1,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,new add; outside 5x5,,2023,out
BEF,C1,2,N,Mid,C2,ASH,,7291,,,,,,,13.2,,0,0,0,136.8,,0,0,0,136.8,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,new add; outside 5x5,,2023,out
BEF,C1,2,N,Mid,C2,WB,,7709,,,,,,,11.25,,0,0,0,99.4,,0,0,0,99.4,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,new add; outside 5x5,,2023,out
BEF,C1,2,N,Mid,C2,WB,,7798,,,,,,,10.9,,0,0,0,93.3,,0,0,0,93.3,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,new add; outside 5x5,,2023,out
BEF,C1,2,N,Mid,C2,WB,,7963,,,,,,,10.8,,0,0,0,91.6,,0,0,0,91.6,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,new add; outside 5x5,,2023,out
BEF,C1,2,N,Mid,C3,WB,,7797,,,,,,,10.3,,0,0,0,83.3,,0,0,0,83.3,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,new add; outside 5x5,,2023,out
BEF,C1,2,N,Mid,B1,PC,,402,,,,12.2,12.6,12.6,,,116.9,124.7,0,0,,116.9,124.7,124.7,0,,0.06664875,0,-1,,0.016261229,0,,,19,,,,dead,,,,,not found,not found,,,
BEF,C1,2,N,Mid,C1,PC,,411,,,,10.1,11.7,11.7,,,80.1,107.5,0,0,,80.1,107.5,107.5,0,,0.341927262,0,-1,,0.076297283,0,,,19,,,,dead,,,,,,fallen,,,
BEF,C1,2,N,Mid,C3,PC,,409,,,,10.2,10.6,10.6,,,81.7,88.2,0,0,,81.7,88.2,88.2,0,,0.079969243,0,-1,,0.019419289,0,,,19,,,,dead,,,,,not found,"standing dead, tag removed",,,
BEF,C1,2,N,Mid,C1,WB,,712,,7.1,,8.4,10.8,13,14.9,,55.4,91.6,132.7,174.4,,55.4,91.6,132.7,174.4,,0.653061224,0.448902606,0.313668639,,,0.097134314,0.070585749,,,,,,,,tagged despite size class because it was shot in 2009,small but tagged for repeated foliage sampling.  Leave tag in place,,,,,,
BEF,C1,2,N,Mid,C1,BE,,714,,7.7,,8.1,9.9,11.2,12.1,,51.5,77,98.5,115,,51.5,77,98.5,115,,0.49382716,0.279869401,0.167171556,,,0.063632047,0.039402301,,,,,,,,tagged despite size class because it was shot in 2009,small but tagged for repeated foliage sampling.  Leave tag in place,"Foliage sampling tree, do not include in >10 for analysis",,,,,
BEF,C1,2,N,Mid,B1,WB,,701,,6.7,,7.5,8.8,10,11.2,,,,78.5,98.5,,,,78.5,98.5,,,,0.2544,,,,0.058300524,,,,,,,,tagged despite size class because it was shot in 2009,small but tagged for repeated foliage sampling.  Leave tag in place,"Foliage sampling tree, do not include in >10 for analysis",,,,,
BEF,C1,2,N,Mid,A2,WB,,1032,,,,10.5,13.8,16.4,18.45,,86.6,149.6,211.2,267.4,,86.6,149.6,211.2,267.4,,0.727346939,0.412308339,0.265625,,0.146423008,0.090140265,0.060660172,,,,,,,,,,,,,,,
BEF,C1,2,N,Mid,A3,WB,,400,,,,11.4,13.3,14.8,14.7,,102.1,138.9,172,169.7,,102.1,138.9,172,169.7,,0.361111111,0.238283679,-0.01346786,,0.08012345,0.054884806,-0.003384104,,,,,,,,,,,,checked,,,
BEF,C1,2,N,Mid,B1,BE,,722,,4.4,,4.7,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,tagged despite size class because it was shot in 2009,small but tagged for repeated foliage sampling.  Leave tag in place,"Foliage sampling tree, do not include in >10 for analysis",not found,,,,
BEF,C1,2,N,Mid,C2,BE,,734,,3.4,,3.6,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,tagged despite size class because it was shot in 2009,small but tagged for repeated foliage sampling.  Leave tag in place,"Foliage sampling tree, do not include in >10 for analysis",not found,,,,
BEF,C1,2,N,Mid,C2,PC,,1029,,,,10.4,12,13.2,15,,84.9,113.1,136.8,176.7,,84.9,113.1,136.8,176.7,,0.331360947,0.21,0.291322314,,0.074172311,0.048808848,0.066003582,,,,,,,,,,,,,,,
BEF,C1,2,N,Mid,C2,WB,,1033,,,,10.7,13.5,15.6,17.65,,89.9,143.1,191.1,244.7,,89.9,143.1,191.1,244.7,,0.591842082,0.335308642,0.280089168,,0.123246297,0.0749677,0.063677703,,,,,,,,,,,,,,,
BEF,C1,2,N,Mid,C3,WB,,410,,,,13,16.6,19,21.5,,132.7,216.4,283.5,363.1,,132.7,216.4,283.5,363.1,,0.630532544,0.310059515,0.280470914,,0.130010211,0.069849669,0.063756996,,,,,,,,,,,,,,,
BEF,C1,2,N,Mid,C3,PC,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Was recorded in 2-10 cm tree sheet, maybe needs a tag or could be a mistake",,,,,
BEF,C1,3,Con,Mid,B2,BE,,1013,,,,11,13.6,17,20.8,,95,145.3,227,339.8,,95,145.3,227,339.8,,0.528595041,0.5625,0.497024221,,0.111918898,0.118033989,0.106132638,,,,,,,,,new add; outside,,,,,2011,out
BEF,C1,3,Con,Mid,C3,WB,,1011,,,,10,12.2,14.35,16.4,,78.5,116.9,161.7,211.2,,78.5,116.9,161.7,211.2,,0.4884,0.383515856,0.306122449,,0.104536102,0.084541151,0.069044968,,,,,,,,,new add; outside,,,,,2011,out
BEF,C1,3,Con,Mid,C2,PC,,2193,,,,,10.5,11.4,11.4,,0,86.6,102.1,0,,0,86.6,102.1,102.1,,#DIV/0!,0.17877551,0,,,0.041976145,0,,23,,,,,dead,,,,,not found,,2015,out
BEF,C1,3,Con,Mid,A1,BE,,1200,,,,,10.6,12.1,13.4,,0,88.2,115,141,,0,88.2,115,141,,#DIV/0!,0.303043788,0.22641896,,,0.068414449,0.052348809,,,,,,,,,,new add; inside 5x5,,,,2015,in
BEF,C1,3,Con,Mid,A1,WB,,2632,,,,,10.2,11.4,12.4,,0,81.7,102.1,120.8,,0,81.7,102.1,120.8,,#DIV/0!,0.249134948,0.183133272,,,0.05718828,0.042937821,,,,,,,,,,new add; outside,,,,2015,out
BEF,C1,3,Con,Mid,A3,WB,,550,,,,,10.9,12.1,13.65,,0,93.3,115,146.3,,0,93.3,115,146.3,,#DIV/0!,0.232303678,0.272607745,,,0.053608914,0.062120131,,,,,,,,,,"prob 10.9 cm, not clear- new add 2015",new add (2015); inside,,,2015,in
BEF,C1,3,Con,Mid,A3,FIR,,1710,,,,,10.5,10.8,10.85,,0,86.6,91.6,92.5,,0,86.6,91.6,92.5,,#DIV/0!,0.057959184,0.009280693,,,0.014185106,0.002312142,,,,,,,,,Not >10 cm DBH,new add; outside,,,,2015,out
BEF,C1,3,Con,Mid,A3,WB,,2618,,,,,10.6,13.6,16.1,,0,88.2,145.3,203.6,,0,88.2,145.3,203.6,,#DIV/0!,0.646137415,0.401438149,,,0.132704228,0.088036548,,,,,,,,,Not >10 cm DBH,new add; outside,not found (est 13.6),found,,2015,out
BEF,C1,3,Con,Mid,B1,WB,,1525,,,,,11.3,12.5,13.45,,0,100.3,122.7,142.1,,0,100.3,122.7,142.1,,#DIV/0!,0.223666693,0.157776,,,0.051757905,0.037304198,,,,,,,,,,,,,,2015,out
BEF,C1,3,Con,Mid,B1,WB,,1715,,,,,11.4,13.1,14.8,,0,102.1,134.8,172,,0,102.1,134.8,172,,#DIV/0!,0.320483226,0.276382495,,,0.071971458,0.06290686,,,,,,,,,,,,,,2015,out
BEF,C1,3,Con,Mid,B2,WB,,2621,,,,,10.4,12.6,15.4,,0,84.9,124.7,186.3,,0,84.9,124.7,186.3,,#DIV/0!,0.467825444,0.49382716,,,0.100699079,0.105541597,,,,,,,,,,new add; inside 5x5,,,,2015,out
BEF,C1,3,Con,Mid,B3,SM,,1517,,,,,11.1,13.4,15.4,,0,96.8,141,186.3,,0,96.8,141,186.3,,#DIV/0!,0.457349241,0.320784139,,,0.098729815,0.072032523,,,,,,,,,,,,,,2015,out
BEF,C1,3,Con,Mid,B3,WB,,1735,,,,,9.9,10.9,12.2,,0,77,93.3,116.9,,0,77,93.3,116.9,,#DIV/0!,0.212223243,0.252756502,,,0.049290284,0.057953711,,,,,,,,,,new add; outside,old tag = 102,,,2015,out
BEF,C1,3,Con,Mid,B3,WB,,1852,,,,,11.2,12.7,14.05,,0,98.5,126.7,155,,0,98.5,126.7,155,,#DIV/0!,0.285794005,0.223897948,,,0.064860823,0.051807593,,,,,,,,,,,,,,2015,out
BEF,C1,3,Con,Mid,B3,WB,,2625,,,,,10.3,11.2,12.6,,0,83.3,98.5,124.7,,0,83.3,98.5,124.7,,#DIV/0!,0.182392308,0.265625,,,0.042774492,0.060660172,,,,,,,,,,new add; outside,,"New tag, not so high: #7948, 12.7cm",,2015,out
